20191026,渝北,石子山,冉家坝 天邻风景 精装三房 视野开阔 采光很好 大阳台,135万,低楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 110平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-06d12ee0-2e39-44cb-bae6-6ddc672c80cc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景  精装3房  大阳台 高楼层 采光好,180万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 111平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-e03d5235-c2d7-4a38-a72d-f539bf6fc21c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水花园洋房，前后大花园，带地下室,380万,低楼层(共7层)                                                4室2厅 | 159.36平米                                  | 东 西,https://ke-image.ljcdn.com/500000-inspection/pc1_ykADC36NV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北区龙湖源著三期 清水一室  朝南 中间楼层,90万,低楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 52平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-6cebddcc-c645-4342-971a-57c2f37fe2de.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天街旁（环线旁）石子山公园旁（看中庭）看水景,186万,低楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 84平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-5d4ae824-7d3e-4ebb-9b47-9f013de88f16.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 正规三房 全看小区中庭 住家安静 视野霸道,200万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 150.09平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/pc1_M25O8Nxqp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,中间楼层+视野好+户型方正+朝向好,260万,中楼层(共24层)                                                    | 2005年建 |                                 4室2厅 | 162平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-1cfc1b7e-8bcb-49ed-9d47-42c61e0263ba.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区 2室1厅 南,215万,中楼层(共34层)                                                    | 2012年建 |                                 2室1厅 | 87平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-b186976a-a644-4718-b5bd-666f0f720ec3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,两江新区北岸新洲清水大两房，读星光,140万,高楼层(共27层)                                                    | 2008年建 |                                 2室2厅 | 101平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-e34bb8ba-ecd5-458d-90d1-4cd63c31a6bb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝清水大三房，带大露台，中庭位置安静居家。新上,210万,低楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 151.34平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_izWxlgYf0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,北岸新洲 两房两卫 看中庭 视野开阔无遮挡 住家舒适,150万,中楼层(共27层)                                                    | 2008年建 |                                 2室2厅 | 103.28平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-fa164ec0-a6c0-45fb-bca2-a70fdca8de0d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,北岸新洲 3室2厅 北,155万,高楼层(共27层)                                                    | 2008年建 |                                 3室2厅 | 104.05平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-7ef023ae-faaa-4b51-92d8-98ada9c03fad.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,正规两房看体育公园视野开阔无遮挡采光好住家安静,140万,低楼层(共27层)                                                    | 2008年建 |                                 2室2厅 | 91平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-359f8ad1-8f7a-43f4-82dc-94fd45bb7f8e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,北部新区 冉家坝 北岸新洲 精装3房 看房预约,170万,高楼层(共26层)                                                    | 2008年建 |                                 3室2厅 | 103.89平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_aq3K7KGqK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著南区 清水两房进门带入户 中间楼层视野看小区水景,185万,低楼层(共34层)                                                    | 2012年建 |                                 2室2厅 | 82.59平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-09be90ab-8ef3-497e-aa48-506362271335.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,房子满2年中低楼层，采光好安静三房装修新,180万,低楼层(共27层)                                                    | 2008年建 |                                 3室2厅 | 104.05平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_v3lMJ8KQb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区带地下室，带花园，业主诚心出售。,449万,低楼层(共10层)                                                    | 2012年建 |                                 4室2厅 | 271.57平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/f69fc523-0017-4e94-b4b6-6b53c0257d8c.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区 一楼带前后花园+地下室+车位,390万,低楼层(共10层)                                                    | 2012年建 |                                 4室2厅 | 270平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/3b499033-d558-4742-bb09-0fc0b6d19b54.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景 精装三房 朝南  自带衣帽间 邻轻轨和天街,159万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 123.99平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/0cf2e143-4952-446e-9209-484955863f97.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区 装修2房加书房 带租约出售 业主诚心卖,135万,低楼层(共39层)                                                    | 2015年建 |                                 3室1厅 | 85.05平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/rsp_pic_upload95c45e6a-3ea7-4b7f-aeff-66e874530ce9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,底跃+南北朝向+大露台+地下室+花园,500万,低楼层(共8层)                                                    | 2012年建 |                                 4室2厅 | 298.61平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/914683f3-14fd-436c-b758-8e50911579fb.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区 一楼端头花园洋房+带地下室+带大花园,480万,低楼层(共8层)                                                    | 2012年建 |                                 4室2厅 | 301.68平米                                  | 南 北,https://ke-image.ljcdn.com/500000-inspection/1d4e201b-726d-42e9-9646-41058d6f45e3.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北盘溪路龙湖源著北区精装四房 保持新带露台急售,376万,高楼层(共33层)                                                    | 2011年建 |                                 4室2厅 | 153.79平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/5da9d76f-bcf0-4950-a4af-ae48e4c0bcbe.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著北区内圈洋房+端户+大花园+地暖+品牌家具,620万,低楼层(共8层)                                                    | 2011年建 |                                 4室2厅 | 178平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/d15c13ad-f249-40d3-a868-b348ab69c698.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,两江春城次新小区，正规2房，精装修，近轻轨和公园,142万,低楼层(共32层)                                                    | 2017年建 |                                 2室2厅 | 76.54平米                                  | 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,源著天街旁 天邻风景小区 清水两房 自由装修,119万,中楼层(共32层)                                                    | 2008年建 |                                 2室2厅 | 92.85平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/57c34828-a68c-4166-a9cc-0e352d7034c6.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖品质小区，小两房，视野开阔,120万,中楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58平米                                  | 南 北,https://ke-image.ljcdn.com/hdic-frame/684df421-3d22-458c-bf1f-2973f73abff8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,环线旁 龙湖源著 品质楼盘 精装5房 带地下室,450万,低楼层(共8层)                                                    | 2011年建 |                                 5室2厅 | 185平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/34329ee0-46b0-495d-b724-b2f4c6cbd24b.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著南区（门口环线）端头一楼（花园洋房）正南北,690万,低楼层(共12层)                                                    | 2012年建 |                                 5室3厅 | 248.74平米                                  | 南 北,https://ke-image.ljcdn.com/500000-inspection/f658546f-2e2e-486e-a853-01531265ccaf.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景 带超大露台 精致装修 带品质家电,240万,高楼层(共32层)                                                    | 2008年建 |                                 4室2厅 | 135平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/811b33bd-8379-4583-b6b9-80a782fec806.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著三房 中楼层 采光好 户型方正实用 配套齐全,148万,中楼层(共39层)                                                    | 2015年建 |                                 3室2厅 | 85.05平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/a33fed8a-9490-4686-adca-2eee632614fa.png!m_fill,w_280,h_210,f_jpg?from=ke.com
